Source_row,Chinese_name_raw,Scientific_name_raw,Province_raw,Verdict,Reason,Source_citation
736,福清链蛇,Lycodon futsingensis,广东,终审:A1/B1 排除-同种同省已收录(再记录),新种描述文献中的伴随物种记录，非明确新纪录事件,"Jian Wang and Shuo Qi and Zhi-Tong Lyu and Zhao-Chi Zeng and Ying-Yong Wang (2020). A new species of the genus Lycodon (Serpentes, Colubridae) from Guangxi, China ZooKeys, 954, 85–108 https://doi.org/10.3897/zookeys.954.53432"
737,黑背链蛇,Lycodon ruhstrati,广西,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Jian Wang and Shuo Qi and Zhi-Tong Lyu and Zhao-Chi Zeng and Ying-Yong Wang (2020). A new species of the genus Lycodon (Serpentes, Colubridae) from Guangxi, China ZooKeys, 954, 85–108 https://doi.org/10.3897/zookeys.954.53432"
738,,Lycodon namdongensis,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Jian Wang and Shuo Qi and Zhi-Tong Lyu and Zhao-Chi Zeng and Ying-Yong Wang (2020). A new species of the genus Lycodon (Serpentes, Colubridae) from Guangxi, China ZooKeys, 954, 85–108 https://doi.org/10.3897/zookeys.954.53432"
739,,Lycodon sealei,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Jian Wang and Shuo Qi and Zhi-Tong Lyu and Zhao-Chi Zeng and Ying-Yong Wang (2020). A new species of the genus Lycodon (Serpentes, Colubridae) from Guangxi, China ZooKeys, 954, 85–108 https://doi.org/10.3897/zookeys.954.53432"
740,,Lycodon striatus,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Jian Wang and Shuo Qi and Zhi-Tong Lyu and Zhao-Chi Zeng and Ying-Yong Wang (2020). A new species of the genus Lycodon (Serpentes, Colubridae) from Guangxi, China ZooKeys, 954, 85–108 https://doi.org/10.3897/zookeys.954.53432"
741,费氏角蟾,Megophrys feii,云南,新种表,新种描述，转入 CHNR_new_species,"JIAN-HUAN YANG and JIAN WANG and YING-YONG WANG (2018). A new species of the genus Megophrys (Anura: Megophryidae) from Yunnan Province, China Zootaxa, 4413(2), 325–338 https://doi.org/10.11646/zootaxa.4413.2.5"
742,,Cnemaspis,,排除,国外新种描述（坐标在中国境外）,"Kai He and Xing Chen and Yin-Bin Qiu and Zhu Liu and Wen-Zhi Wang and Neal Woodman and Jesús E. Maldonado and Xinghua Pan (2021). A new species of Leptobrachella (Anura: Megophryidae) from central Guangxi, Ch Zoological Research, 42(6), 739-745 https://doi.org/10.24272/j.issn.2095-8137.2021.074"
743,帕氏岩蜥,Laudakia papenfussi,西藏,新种表,新种描述，转入 CHNR_new_species,"Er-mi Zhao (1998). DESCRIPTION OF A NEW SPECIES OF THE GENUS Laudakia FROM XIZANG (TIBET) (Sauria: Agamidae) 动物学研究, 19(5), 401-404"
744,瘤岩蜥,Laudakia tuberculata,西藏,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Er-mi Zhao (1998). DESCRIPTION OF A NEW SPECIES OF THE GENUS Laudakia FROM XIZANG (TIBET) (Sauria: Agamidae) 动物学研究, 19(5), 401-404"
745,费氏角蟾,Megophrys feii,云南,新种表,新种描述，转入 CHNR_new_species,"JIAN-HUAN YANG and JIAN WANG and YING-YONG WANG (2018). A new species of the genus Megophrys (Anura: Megophryidae) from Yunnan Province, China Zootaxa, 4413(2), 325–338 https://doi.org/10.11646/zootaxa.4413.2.5"
746,费氏角蟾,Megophrys feii,云南,新种表,新种描述，转入 CHNR_new_species,"JIAN-HUAN YANG and JIAN WANG and YING-YONG WANG (2018). A new species of the genus Megophrys (Anura: Megophryidae) from Yunnan Province, China Zootaxa, 4413(2), 325–338 https://doi.org/10.11646/zootaxa.4413.2.5"
747,费氏角蟾,Megophrys feii,云南,新种表,新种描述，转入 CHNR_new_species,"JIAN-HUAN YANG and JIAN WANG and YING-YONG WANG (2018). A new species of the genus Megophrys (Anura: Megophryidae) from Yunnan Province, China Zootaxa, 4413(2), 325–338 https://doi.org/10.11646/zootaxa.4413.2.5"
748,大别山姬蛙,Microhyla dabieshanensis,安徽,新种表,新种描述，转入 CHNR_new_species,"Caiwen Zhang and Cheng Chen and Meihua Zhang and Zhiyue Wang and Haohao Ma and Ruolei Sun and Jianping Jiang and Baowei Zhang (2022). A New Species of the Genus Microhyla (Amphibia: Anura: Microhylidae) from the Dabie Mountains, China Animals, 12, 2894 https://doi.org/10.3390/ani12212894"
749,北仑姬蛙,Microhyla beilunensis,浙江,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Caiwen Zhang and Cheng Chen and Meihua Zhang and Zhiyue Wang and Haohao Ma and Ruolei Sun and Jianping Jiang and Baowei Zhang (2022). A New Species of the Genus Microhyla (Amphibia: Anura: Microhylidae) from the Dabie Mountains, China Animals, 12, 2894 https://doi.org/10.3390/ani12212894"
750,,Microhyla fanjinshanensis,贵州,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Caiwen Zhang and Cheng Chen and Meihua Zhang and Zhiyue Wang and Haohao Ma and Ruolei Sun and Jianping Jiang and Baowei Zhang (2022). A New Species of the Genus Microhyla (Amphibia: Anura: Microhylidae) from the Dabie Mountains, China Animals, 12, 2894 https://doi.org/10.3390/ani12212894"
751,合征姬蛙,Microhyla mixtura,安徽,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Caiwen Zhang and Cheng Chen and Meihua Zhang and Zhiyue Wang and Haohao Ma and Ruolei Sun and Jianping Jiang and Baowei Zhang (2022). A New Species of the Genus Microhyla (Amphibia: Anura: Microhylidae) from the Dabie Mountains, China Animals, 12, 2894 https://doi.org/10.3390/ani12212894"
752,饰纹姬蛙,Microhyla fissipes,安徽,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Caiwen Zhang and Cheng Chen and Meihua Zhang and Zhiyue Wang and Haohao Ma and Ruolei Sun and Jianping Jiang and Baowei Zhang (2022). A New Species of the Genus Microhyla (Amphibia: Anura: Microhylidae) from the Dabie Mountains, China Animals, 12, 2894 https://doi.org/10.3390/ani12212894"
753,封开臭蛙,Odorrana fengkaiensis,广东,新种表,新种描述，转入 CHNR_new_species,"YING-YONG WANG, MICHAEL WAI-NENG LAU, JIAN-HUAN YANG, GUO-LING CHEN, ZU-YAO LIU, HONG PANG & YANG LIU (2015). A new species of the genus Odorrana (Amphibia: Ranidae) and the first record of Odorrana bacboensis from China Zootaxa, 3999(2), 235–254 https://doi.org/10.11646/zootaxa.3999.2.4"
754,北越臭蛙,Odorrana bacboensis,云南、广西,事件表,省级新纪录事件（2省）,"YING-YONG WANG, MICHAEL WAI-NENG LAU, JIAN-HUAN YANG, GUO-LING CHEN, ZU-YAO LIU, HONG PANG & YANG LIU (2015). A new species of the genus Odorrana (Amphibia: Ranidae) and the first record of Odorrana bacboensis from China Zootaxa, 3999(2), 235–254 https://doi.org/10.11646/zootaxa.3999.2.4"
755,封开臭蛙,Odorrana fengkaiensis,广东,新种表,新种描述，转入 CHNR_new_species,"YING-YONG WANG, MICHAEL WAI-NENG LAU, JIAN-HUAN YANG, GUO-LING CHEN, ZU-YAO LIU, HONG PANG & YANG LIU (2015). A new species of the genus Odorrana (Amphibia: Ranidae) and the first record of Odorrana bacboensis from China Zootaxa, 3999(2), 235–254 https://doi.org/10.11646/zootaxa.3999.2.4"
756,北越臭蛙,Odorrana bacboensis,云南、广西,事件表,省级新纪录事件（2省）,"YING-YONG WANG, MICHAEL WAI-NENG LAU, JIAN-HUAN YANG, GUO-LING CHEN, ZU-YAO LIU, HONG PANG & YANG LIU (2015). A new species of the genus Odorrana (Amphibia: Ranidae) and the first record of Odorrana bacboensis from China Zootaxa, 3999(2), 235–254 https://doi.org/10.11646/zootaxa.3999.2.4"
757,普雄原鲵,Pseudohynobius puxiongensis,四川,新种表,新种描述，转入 CHNR_new_species,"JIAN-LI XIONG、HAI-JUN GU、TIAN-JIAN GONG & XIAO-MAO ZENG (2011). Redescription of an enigmatic salamander, Pseudohynobius puxiongensis (Fei et Ye, 2000) (Urodela: Hynobiidae) Zootaxa, 2919, 51–59"
758,封开臭蛙,Odorrana fengkaiensis,广东,新种表,新种描述，转入 CHNR_new_species,"YING-YONG WANG, MICHAEL WAI-NENG LAU, JIAN-HUAN YANG, GUO-LING CHEN, ZU-YAO LIU, HONG PANG & YANG LIU (2015). A new species of the genus Odorrana (Amphibia: Ranidae) and the first record of Odorrana bacboensis from China Zootaxa, 3999(2), 235–254 https://doi.org/10.11646/zootaxa.3999.2.4"
759,北越臭蛙,Odorrana bacboensis,云南、广西,事件表,省级新纪录事件（2省）,"YING-YONG WANG, MICHAEL WAI-NENG LAU, JIAN-HUAN YANG, GUO-LING CHEN, ZU-YAO LIU, HONG PANG & YANG LIU (2015). A new species of the genus Odorrana (Amphibia: Ranidae) and the first record of Odorrana bacboensis from China Zootaxa, 3999(2), 235–254 https://doi.org/10.11646/zootaxa.3999.2.4"
760,,Ovophis convictus,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shuo Liu and Mian Hou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024). A new species of the genus Ovophis Burger in Hoge & Romano-Hoge, 1981 (Serpentes, Viperidae) from southern Yunnan, China Yuanyang Guanyinshan Provincial Nature https://doi.org/10.3897/zookeys.1230.142967"
761,台湾烙铁头蛇,Ovophis makazayazaya,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shuo Liu and Mian Hou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024). A new species of the genus Ovophis Burger in Hoge & Romano-Hoge, 1981 (Serpentes, Viperidae) from southern Yunnan, China Yuanyang Guanyinshan Provincial Nature https://doi.org/10.3897/zookeys.1230.142967"
762,Lau氏掌突蟾,Leptolalax laui,香港,新种表,新种描述，转入 CHNR_new_species,"Yikhei SUNG and Jianhuan YANG and Yingyong WANG (2014). A New Species of Leptolalax (Anura: Megophryidae) from Southern China Asian Herpetological Research, 5(2), 80–90 https://doi.org/10.3724/SP.J.1245.2014.00080"
763,越南烙铁头蛇,Ovophis tonkinensis,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shuo Liu and Mian Hou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024). A new species of the genus Ovophis Burger in Hoge & Romano-Hoge, 1981 (Serpentes, Viperidae) from southern Yunnan, China Yuanyang Guanyinshan Provincial Nature https://doi.org/10.3897/zookeys.1230.142967"
764,潮琴湍蛙,Amolops chaochin,四川,新种表,新种描述，转入 CHNR_new_species,"Ke Jiang and Jin-Long Ren and Zhi-Tong Lyu and Dan Wang and Zeng Wang and Ke Lv and Jia-Wei Wu and Jia-Tang Li (2021). Taxonomic revision of Amolops chunganensis (Pope, 1929) (Amphibia: Anura) and description of a new species from southwestern China, with discussion on Amolops monticola group and assignment of species groups of the genus Amolops https://doi.org/10.24272/j.issn.2095-8137.2021.107"
765,察隅烙铁头蛇,Ovophis zayuensis,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shuo Liu and Mian Hou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024). A new species of the genus Ovophis Burger in Hoge & Romano-Hoge, 1981 (Serpentes, Viperidae) from southern Yunnan, China Yuanyang Guanyinshan Provincial Nature https://doi.org/10.3897/zookeys.1230.142967"
766,屏边烙铁头蛇,Ovophis anitae,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shuo Liu and Mian Hou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024). A new species of the genus Ovophis Burger in Hoge & Romano-Hoge, 1981 (Serpentes, Viperidae) from southern Yunnan, China Yuanyang Guanyinshan Provincial Nature https://doi.org/10.3897/zookeys.1230.142967"
767,盈江烙铁头蛇,Ovophis jenkinsi,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shuo Liu and Mian Hou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024). A new species of the genus Ovophis Burger in Hoge & Romano-Hoge, 1981 (Serpentes, Viperidae) from southern Yunnan, China Yuanyang Guanyinshan Provincial Nature https://doi.org/10.3897/zookeys.1230.142967"
768,,Trimeresurus okinavensis,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shuo Liu and Mian Hou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024). A new species of the genus Ovophis Burger in Hoge & Romano-Hoge, 1981 (Serpentes, Viperidae) from southern Yunnan, China Yuanyang Guanyinshan Provincial Nature https://doi.org/10.3897/zookeys.1230.142967"
769,台湾竹叶青蛇,Trimeresurus gracilis,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shuo Liu and Mian Hou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024). A new species of the genus Ovophis Burger in Hoge & Romano-Hoge, 1981 (Serpentes, Viperidae) from southern Yunnan, China Yuanyang Guanyinshan Provincial Nature https://doi.org/10.3897/zookeys.1230.142967"
770,香港瘰螈,Paramesotriton hongkongensis,香港、贵州,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"ZHIYONG YUAN and YUNKE WU and JIAJUN ZHOU & JING CHE (2016). A new species of the genus Paramesotriton (Caudata: Salamandridae) from Fujian, southeastern China Zootaxa, 4205(6), 549–563 https://doi.org/10.11646/zootaxa.4205.6.3"
771,中国瘰螈,Paramesotriton chinensis,广西,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"ZHIYONG YUAN and YUNKE WU and JIAJUN ZHOU & JING CHE (2016). A new species of the genus Paramesotriton (Caudata: Salamandridae) from Fujian, southeastern China Zootaxa, 4205(6), 549–563 https://doi.org/10.11646/zootaxa.4205.6.3"
772,富钟瘰螈,Paramesotriton fuzhongensis,广西,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"ZHIYONG YUAN and YUNKE WU and JIAJUN ZHOU & JING CHE (2016). A new species of the genus Paramesotriton (Caudata: Salamandridae) from Fujian, southeastern China Zootaxa, 4205(6), 549–563 https://doi.org/10.11646/zootaxa.4205.6.3"
773,平胸龟,Platysternon megacephalum,,终审:B7 坐标在境内可反推省份,新种描述文献中的伴随物种记录，非明确新纪录事件,"Qian-Ru Liang and Jia-Xuan Li and Yan Ge and Jun-Man Ou and You-Qiang Yin and Chatmongkon Suwannapoom and Minh Le and Truong Quang Nguyen and Uwe Fritz and Shi-Ping Gong (2024). Taxonomic revision of the critically endangered big-headed turtles (Reptilia: Testudines: Platysternidae Gray, 1869), with description of a new species https://doi.org/10.24272/j.issn.2095-8137.2025.197"
774,缅甸平胸龟,Platysternon peguense,勃固,终审:C 排除-记录地为国外省区,新种描述文献中的伴随物种记录，非明确新纪录事件,"Qian-Ru Liang and Jia-Xuan Li and Yan Ge and Jun-Man Ou and You-Qiang Yin and Chatmongkon Suwannapoom and Minh Le and Truong Quang Nguyen and Uwe Fritz and Shi-Ping Gong (2024). Taxonomic revision of the critically endangered big-headed turtles (Reptilia: Testudines: Platysternidae Gray, 1869), with description of a new species https://doi.org/10.24272/j.issn.2095-8137.2025.197"
775,百色平胸龟,Platysternon baiseensis,广西,新种表,新种描述，转入 CHNR_new_species,"Qian-Ru Liang and Jia-Xuan Li and Yan Ge and Jun-Man Ou and You-Qiang Yin and Chatmongkon Suwannapoom and Minh Le and Truong Quang Nguyen and Uwe Fritz and Shi-Ping Gong (2024). Taxonomic revision of the critically endangered big-headed turtles (Reptilia: Testudines: Platysternidae Gray, 1869), with description of a new species https://doi.org/10.24272/j.issn.2095-8137.2025.197"
776,广西瘰螈,Paramesotriton guangxiensis,广西,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"ZHIYONG YUAN and YUNKE WU and JIAJUN ZHOU & JING CHE (2016). A new species of the genus Paramesotriton (Caudata: Salamandridae) from Fujian, southeastern China Zootaxa, 4205(6), 549–563 https://doi.org/10.11646/zootaxa.4205.6.3"
777,无斑瘰螈,Paramesotriton labiatus,广西,终审:A1/B1 排除-同种同省已收录(再记录),新种描述文献中的伴随物种记录，非明确新纪录事件,"ZHIYONG YUAN and YUNKE WU and JIAJUN ZHOU & JING CHE (2016). A new species of the genus Paramesotriton (Caudata: Salamandridae) from Fujian, southeastern China Zootaxa, 4205(6), 549–563 https://doi.org/10.11646/zootaxa.4205.6.3"
778,肥螈,Pachytriton brevipes,江西,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"ZHIYONG YUAN and YUNKE WU and JIAJUN ZHOU & JING CHE (2016). A new species of the genus Paramesotriton (Caudata: Salamandridae) from Fujian, southeastern China Zootaxa, 4205(6), 549–563 https://doi.org/10.11646/zootaxa.4205.6.3"
779,橙脊瘰螈,Paramesotriton aurantius,福建,新种表,新种描述，转入 CHNR_new_species,"ZHIYONG YUAN and YUNKE WU and JIAJUN ZHOU & JING CHE (2016). A new species of the genus Paramesotriton (Caudata: Salamandridae) from Fujian, southeastern China Zootaxa, 4205(6), 549–563 https://doi.org/10.11646/zootaxa.4205.6.3"
