ID,Source_row,Class_CN,Chinese_name_COL_China_2026,Scientific_name_COL_China_2026,Chinese_name_as_published,Scientific_name_as_published,OrderCN_COL_China_2026,FamilyLA,FamilyCN,GenusLA,GenusCN,Type_locality,Province,Longitude,Latitude,Altitude_raw,Discovery_date,Habitat_raw,Voucher,Evidence_type,Source_citation,Source_publication_year,Source_authors,Source_journal,DOI
279,1566,两栖纲,崇安湍蛙,Amolops chunganensis,崇安湍蛙,Amolops chunganensis,无尾目,Ranidae,蛙科,Amolops,湍蛙属,中国福建省西北部崇安县城关(=武夷山市),福建,117.75,27.75,1372,,山地溪流,AMNH 30479 (holotype),标本,"Ke Jiang and Jin-Long Ren and Zhi-Tong Lyu and Dan Wang and Zeng Wang and Ke Lv and Jia-Wei Wu and Jia-Tang Li (2021). Taxonomic revision of Amolops chunganensis (Pope, 1929) (Amphibia: Anura) and description of a new species from southwestern China, with discussion on Amolops monticola group and assignment of species groups of the genus Amolops https://doi.org/10.24272/j.issn.2095-8137.2021.107",2021,"Ke Jiang, Jin-Long Ren, Zhi-Tong Lyu, Dan Wang, Zeng Wang, Ke Lv, Jia-Wei Wu, Jia-Tang Li",Zoological Research,10.24272/j.issn.2095-8137.2021.107
280,1578,两栖纲,,,,Rohanixalus sp.2,无尾目,Rhacophoridae,树蛙科,Rohanixalus,罗树蛙属,南滚河,云南,99.2121,23.2795,1934.56,2018-06-20,,"SWU 001965 (holotype); SWU 001967, SWU 001969, SWU 001970, SWU 001968, SWU 004605 (paratypes)",标本,"Biju, Garg, Gokulakrishnan, Chandrakasan, Thammachoti, Ren, Gopika, Bisht, Hamidy and Shouche (2020). Taxonomic revision of genus Rohanixalus (Anura: Rhacophoridae) in China with description of one new species https://doi.org/10.24272/j.issn.2095-8137.2023.179",2020,"Bernstein, Chatmongkon Suwannapoom, Siriwadee Chomdej, Jing Che, Zhi-Yong Yuan",Zoological Research,10.24272/j.issn.2095-8137.2023.179
281,1585,两栖纲,中华湍蛙,Amolops sinensis,中华湍蛙,Amolops sinensis,无尾目,Ranidae,蛙科,Amolops,湍蛙属,广东石门台自然保护区前进,广东,113.11,24.49,510,2018-06-22,自然保护区内溪流,"SYS a007107 (holotype); SYS a007105, a007106, a007108, a007109, a004165/CIB 110004, a005710, a005712 (paratypes); SYS a004722 (juvenile)",标本,"Zhi-Tong Lyu and Lin-Sheng Huang and Jian Wang and Yuan-Qiu Li and Hong-Hui Chen and Shuo Qi and Ying-Yong Wang (2019). Description of two cryptic species of the Amolops ricketti group (Anura, Ranidae) from southeastern China ZooKeys, 812, 133–156 https://doi.org/10.3897/zookeys.812.29956",2019,"Zhi-Tong Lyu, Hong-Hui Chen, Yuan-Qiu Li, Jian Wang",ZooKeys,10.3897/zookeys.812.29956
282,1587,两栖纲,勐海灌树蛙,Raorchestes hillisi,勐海灌树蛙,Raorchestes hillisi,无尾目,Rhacophoridae,树蛙科,Raorchestes,灌树蛙属,中国云南省勐海县,云南,100.45,21.95,,,,,标本,"Ke JIANG and Jinlong REN and Jian WANG and Junfeng GUO and Zeng WANG and Yonghong LIU and Dechun JIANG and Jiatang LI (2020). Taxonomic Revision of Raorchestes menglaensis (Kou, 1990) (Amphibia: Anura), with Descriptions of Two New Species from Yunnan, China Asian Herpetological Research, 11(4), 263–281 https://doi.org/10.16373/j.cnki.ahr.200018",2020,"Ke JIANG, Jinlong REN, Jian WANG, Junfeng GUO, Zeng WANG, Yonghong LIU, Dechun JIANG, Jiatang LI",Asian Herpetological Research,10.16373/j.cnki.ahr.200018
283,1588,两栖纲,黄连山灌树蛙,Raorchestes huanglianshan,黄连山灌树蛙,Raorchestes huanglianshan,无尾目,Rhacophoridae,树蛙科,Raorchestes,灌树蛙属,中国云南省绿春县黄连山,云南,102.35,22.85,,,,"Includes specimen 060821286Rao from Lvchun, Yunnan (Li et al., 2009)",标本,"Ke JIANG and Jinlong REN and Jian WANG and Junfeng GUO and Zeng WANG and Yonghong LIU and Dechun JIANG and Jiatang LI (2020). Taxonomic Revision of Raorchestes menglaensis (Kou, 1990) (Amphibia: Anura), with Descriptions of Two New Species from Yunnan, China Asian Herpetological Research, 11(4), 263–281 https://doi.org/10.16373/j.cnki.ahr.200018",2020,"Ke JIANG, Jinlong REN, Jian WANG, Junfeng GUO, Zeng WANG, Yonghong LIU, Dechun JIANG, Jiatang LI",Asian Herpetological Research,10.16373/j.cnki.ahr.200018
284,1594,两栖纲,云南纤树蛙,Gracixalus yunnanensis,云南纤树蛙,Gracixalus yunnanensis,无尾目,Rhacophoridae,树蛙科,Gracixalus,纤树蛙属,中国云南省澜沧县雪林乡,云南,99.5317,23.0109,1864,2014-06-07,,"KIZ 20160222 (holotype); KIZ 20160223, KIZ 20160216 (paratypes)",标本,"Guohua Yu and Hong Hui and Jian Wang and Dingqi Rao and Zhengjun Wu and Junxing Yang (2019). A new species of Gracixalus (Anura, Rhacophoridae) from Yunnan, China ZooKeys, 851, 91–111 https://doi.org/10.3897/zookeys.851.32157",2019,"Yu, G., Hui, H., Wang, J., Rao, D., Wu, Z., Yang, J.",ZooKeys,10.3897/zookeys.851.32157
285,1595,两栖纲,瑶琴蛙,Nidirana yaoica,瑶山琴蛙,Nidirana yaoica,无尾目,Ranidae,蛙科,Nidirana,琴蛙属,大瑶山,广西,110.15,24.15,,,,SYS a007009,标本,"Zhi-Tong Lyu and Yun-Ming Mo and Han Wan and Yu-Long Li and Hong Pang and Ying-Yong Wang (2019). Description of a new species of Music frogs (Anura, Ranidae, Nidirana) from Mt Dayao, southern China ZooKeys, 858, 109–126 https://doi.org/10.3897/zookeys.858.34363",2019,"Lyu, Zhi-Tong, Mo, Yun-Ming, Wan, Han, Li, Yu-Long, Pang, Hong, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.858.34363
286,1602,爬行纲,广东睑虎,Goniurosaurus gollum,广东睑虎,Goniurosaurus gollum,有鳞目,Eublepharidae,睑虎科,Goniurosaurus,睑虎属,中国广东省肇庆市怀集县,广东,112.1833,23.9333,,2020-05-21,"荒凉的石灰岩洞穴,距洞口至少50米;无植被,洞顶悬挂钟乳石","SYS r002420 (holotype), SYS r002421 (paratype), SYS r002422 (paratype)",标本,"Shuo Qi and Jian Wang and L. Lee Grismer and Hong-Hui Chen and Zhi-Tong Lyu and Ying-Yong Wang (2020). The Stoor Hobbit of Guangdong: Goniurosaurus gollum sp. nov., a cave-dwelling Leopard Gecko (Squamata, Eublepharidae) from South China ZooKeys, 991, 137–153 https://doi.org/10.3897/zookeys.991.54935",2020,"Shuo Qi, Jian Wang, L. Lee Grismer, Zhi-Tong Lyu, Ying-Yong Wang",ZooKeys,10.3897/zookeys.991.54935
287,1617,两栖纲,,,,Amolops amoropalamus,无尾目,Ranidae,蛙科,Amolops,湍蛙属,,,,,,,溪流栖息,OMNH Am 8067 (holotype); OMNH Am 8068,标本,"Masafumi Matsui (1986). Three New Species of Amolops from Borneo (Amphibia, Anura, Ranidae) Copeia, 1986(3), 623-630 https://doi.org/1444943",1986,Masafumi Matsui,Copeia,
288,1621,爬行纲,黎明攀蜥,Diploderma limingense,黎明龙蜥,Diploderma limingense,有鳞目,Agamidae,鬣蜥科,Diploderma,攀蜥属,中国云南省丽江市玉龙县黎明乡黎明村,云南,99.6783,27.0333,2300,2022-04-21,针阔混交林,"KIZ2022014 (holotype); KIZ2022013, KIZ2022015, KIZ2022017 (paratypes)",标本,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,"Liu, Shuo, Hou, Mian, Rao, Dingqi, Ananjeva, Natalia B.",ZooKeys,10.3897/zookeys.1131.86644
289,1622,爬行纲,硕曲攀蜥,Diploderma shuoquense,硕曲龙蜥,Diploderma shuoquense,有鳞目,Agamidae,鬣蜥科,Diploderma,攀蜥属,中国四川省甘孜州乡城县青德镇硕曲河谷,四川,99.8297,28.8139,2700,2022-04-23,具多刺灌木和石堆的干热河谷,KIZ2022004 (holotype); KIZ2022005–KIZ2022007 (paratypes),标本,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,"Liu, Shuo, Hou, Mian, Rao, Dingqi, Ananjeva, Natalia B.",ZooKeys,10.3897/zookeys.1131.86644
290,1623,爬行纲,永胜攀蜥,Diploderma yongshengense,永胜龙蜥,Diploderma yongshengense,有鳞目,Agamidae,鬣蜥科,Diploderma,攀蜥属,中国云南省丽江市永胜县松坪乡金沙江河谷,云南,100.4711,27.0339,1700,2022-04-24,具少量树木和众多岩石的干热河谷,"KIZ2022009 (holotype); KIZ2022008, KIZ2022010–KIZ2022011 (paratypes)",标本,"Shuo Liu, Mian Hou, Dingqi Rao and Natalia B. Ananjeva (2022). Three new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) from the Hengduan Mountain Region, south-western China ZooKeys, 1131, 1–30 https://doi.org/10.3897/zookeys.1131.86644",2022,"Liu, Shuo, Hou, Mian, Rao, Dingqi, Ananjeva, Natalia B.",ZooKeys,10.3897/zookeys.1131.86644
291,1637,爬行纲,菜花原矛头蝮,Protobothrops jerdonii,莽山烙铁头,Protobothrops jerdonii,有鳞目,Viperidae,蝰科,Protobothrops,原矛头蝮属,,,,,,,,,照片/影像,"Shuo Qi and Jing-Song Shi and Yan-Bo Ma and Yi-Fei Gao and Shu-Hai Bu and L. Lee Grismer and Pi-Peng Li and Ying-Yong Wang (2021). A sheep in wolf's clothing: Elaphe xiphodonta sp. nov. (Squamata, Colubridae) and its possible mimicry to Protobothrops jerdonii ZooKeys, 1048, 23–47 https://doi.org/10.3897/zookeys.1048.65650",2021,"Shuo Qi, Yan-Bo Ma, Yi-Fei Gao, Xue-Man Zheng",ZooKeys,10.3897/zookeys.1048.65650
292,1663,两栖纲,观雾小鲵,Hynobius fuca,观雾小鲵,Hynobius fuca,有尾目,Hynobiidae,小鲵科,Hynobius,小鲵属,台湾台北县北插天山,台湾,121.4333,24.7833,1310,,,,标本,JUNE-SHIANG LAI AND KUANG-YANG LUE (2004). TWO NEW HYNOBIUS (CAUDATA: HYNOBIIDAE) SALAMANDERS FROM TAIWAN,2004,,Herpetologica,
293,1664,两栖纲,南湖小鲵,Hynobius glacialis,南湖小鲵,Hynobius glacialis,有尾目,Hynobiidae,小鲵科,Hynobius,小鲵属,台湾中央山脉,台湾,121.15,23.75,,,,,标本,JUNE-SHIANG LAI AND KUANG-YANG LUE (2004). TWO NEW HYNOBIUS (CAUDATA: HYNOBIIDAE) SALAMANDERS FROM TAIWAN,2004,,Herpetologica,
294,1668,两栖纲,黄连山掌突蟾,Paramegophrys aspera,黄连山掌突蟾,Leptobrachella aspera,无尾目,Megophryidae,角蟾科,Paramegophrys,掌突蟾属,黄连山自然保护区,云南,102.29,22.89,1930,2019-05-31,阔叶林环绕的山路排水沟旁,SYS a007743 (holotype); SYS a007744–7746/CIB116080 (paratypes),标本,"Jian Wang and Zhi-Tong Lyu and Shuo Qi and Zhao-Chi Zeng and Wen-Xiang Zhang and Long-Shan Lu and Ying-Yong Wang (2020). Two new Leptobrachella species (Anura, Megophryidae) from the Yunnan-Guizhou Plateau, southwestern China ZooKeys, 995, 97–125 https://doi.org/10.3897/zookeys.955.55939",2020,"Wang, Jian, Lyu, Zhi-Tong, Qi, Shuo, Zeng, Zhao-Chi, Zhang, Wen-Xiang, Lu, Long-Shan, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.955.55939
295,1669,两栖纲,水城掌突蟾,Paramegophrys dorsospina,水城掌突蟾,Leptobrachella dorsospina,无尾目,Megophryidae,角蟾科,Paramegophrys,掌突蟾属,玉舍森林公园,贵州,104.8,26.47,2100,2016-06-21,保存完好的山地常绿阔叶林中清澈岩石山溪旁的落叶表面,"SYS a004974 (holotype); SYS a004977, SYS a004961/CIB116081, SYS a004962, SYS a004973, SYS a004975, SYS a004976 (paratypes)",标本,"Jian Wang and Zhi-Tong Lyu and Shuo Qi and Zhao-Chi Zeng and Wen-Xiang Zhang and Long-Shan Lu and Ying-Yong Wang (2020). Two new Leptobrachella species (Anura, Megophryidae) from the Yunnan-Guizhou Plateau, southwestern China ZooKeys, 995, 97–125 https://doi.org/10.3897/zookeys.955.55939",2020,"Wang, Jian, Lyu, Zhi-Tong, Qi, Shuo, Zeng, Zhao-Chi, Zhang, Wen-Xiang, Lu, Long-Shan, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.955.55939
296,1671,两栖纲,武鸣掌突蟾,Paramegophrys wumingensis,武鸣掌突蟾,Leptobrachella wumingensis,无尾目,Megophryidae,角蟾科,Paramegophrys,掌突蟾属,"大明山国家级自然保护区,武鸣区,南宁市",广西,108.45,23.55,,,山地森林落叶层,NNU 01058 (holotype); nine specimens total,标本,"Wei-Cai Chen and Wan-Xiao Peng and Peng Li and Gui-Dong Yu (2023). A new species of the genus Leptobrachella Smith 1925 (Amphibia, Anura, Megophryidae) from Guangxi, China Damingshan National Nature https://doi.org/10.3897/zookeys.1178.106038",2023,"Chen, Wei-Cai, Peng, Wan-Xiao, Li, Peng, Yu, Gui-Dong",ZooKeys,10.3897/zookeys.1178.106038
297,1675,爬行纲,,,变色攀蜥,Calotes versicolor,有鳞目,Agamidae,鬣蜥科,Calotes,树蜥属,从伊朗东南部至中国南部和印度尼西亚;在中国:云南、广东、广西、海南、湖南、福建、香港、澳门,云南、广东、广西、海南、湖南、福建,100.0,15.0,,,,,照片/影像,"Yong Huang and Hongyu Li and Yilin Wang and Maojin Li and Mian Hou and Bo Cai (2023). Taxonomic review of the Calotes versicolor complex (Agamidae, Sauria, Squamata) in China, with description of a new species and subspecies Histoire Nature https://doi.org/10.3897/zookeys.1187.110704",2023,"Yong Huang, Hongyu Li, Yilin Wang, Maojin Li, Mian Hou, Bo Cai",ZooKeys,10.3897/zookeys.1187.110704
298,1683,,,,,Euspondylus oreades,,Gymnophthalmidae,裸眼蜥科,Euspondylus,脊尾蜥属,,,,,,,秘鲁安第斯山脉山地森林,CORBIDI 07219 (holotype),标本,"Germán Chávez and Karen Siu-Ting and Vilma Duran and Pablo J Venegas (2011). Two new species of Andean gymnophthalmid lizards of the genus Euspondylus (Reptilia, Squamata) from central and southern Peru ZooKeys, 109, 1–17 https://doi.org/10.3897/zookeys.109.1304",2011,"Chávez, G., Siu-Ting, K., Duran, V., Venegas, P.J.",ZooKeys,10.3897/zookeys.109.1304
299,1692,爬行纲,翡翠攀蜥,Diploderma iadinum,翡翠攀蜥,Japalura iadina,有鳞目,Agamidae,鬣蜥科,Diploderma,攀蜥属,中国西藏东部昌都地区八宿县怒江大桥附近怒江上游河谷,西藏,97.2279,30.1003,2739,2013-07-03,,KIZ 014038 (holotype); KIZ 014039–014045 (paratypes),标本,"Kai WANG and Ke JIANG and Da-Hu ZOU and Fang YAN and Cameron D. SILER and Jing CHE (2016). Two new species of Japalura (Squamata: Agamidae) from the Hengduan Mountain Range, China Zoological Research, 37(1), 41-56 https://doi.org/10.13918/j.issn.2095-8137.2016.1.41",2016,"Kai WANG, Ke JIANG, Da-Hu ZOU, Fang YAN, Cameron D. SILER, Jing CHE",Zoological Research,10.13918/j.issn.2095-8137.2016.1.41
300,1699,爬行纲,,Cyrtodactylus nangunhe,南滚河裸趾虎,Cyrtodactylus nangunhe,有鳞目,Gekkonidae,壁虎科,Cyrtodactylus,裸趾虎属,云南南滚河国家级自然保护区,云南,99.25,23.25,,,森林,KIZ 2024083 (holotype); KIZ 2024084 (paratype),标本,"Shuo Liu and Zhimin Li and Wenguang Duan and Mian Hou and Dingqi Rao (2024). A new species of Cyrtodactylus Gray, 1827 (Squamata, Gekkonidae) from Yunnan Nangunhe National Nature Reserve, China Yunnan Nangunhe National Nature https://doi.org/10.3897/zookeys.1223.137184",2024,"Liu S, Li Z, Duan W, Hou M, Rao D",ZooKeys,10.3897/zookeys.1223.115678
301,1706,两栖纲,古道湍蛙,Amolops gudao,古道湍蛙,Amolops gudao,无尾目,Ranidae,蛙科,Amolops,湍蛙属,中国云南省保山市隆阳区百花岭村,云南,98.7888,25.3012,1793,,,"Holotype: KIZ 053662; Paratypes: KIZ 053663, KIZ 053664, KIZ 053665",标本,"Yun-He Wu and Zhong-Bin Yu and Felista Kasyoka Kilunda and Chen-Qi Lu and Jia-Hua Li and Yun-Peng Li and Yi-Juan Shi and Jing Che (2023). A new species of the genus Amolops (Anura, Ranidae) from the Gaoligong Mountains, China Life Science https://doi.org/10.3897/zookeys.1227.131357",2023,"Wu Y-H, Yu Z-B, Kilunda FK, Lu C-Q, Li J-H, Li Y-P, Shi Y-J, Che J",ZooKeys,10.3897/zookeys.1227.131357
302,1708,两栖纲,鱼池琴蛙,Nidirana shyhhuangi,徐黄侧褶蛙,Nidirana shyhhuangi,无尾目,Ranidae,蛙科,Nidirana,琴蛙属,台湾南投县两处地点,台湾,120.6833,23.9167,,,"分布范围极其有限,仅见于两处小型地点,栖息地质量持续下降",NTNUB (type series stored in the Department of Biology at National Taiwan Normal University),标本,"Chun-Fu Lin and Chunwen Chang and Masafumi Matsui and Chin-Chia Shen and Atsushi Tominaga and Si-Min Lin (2025). Description of a new music frog (Anura, Ranidae, Nidirana) critically endangered in Taiwan Life Science https://doi.org/10.3897/zookeys.1229.139344",2025,"Chun-Fu Lin, Wen-Hao Chou, Atsushi Tominaga, Mitsuru Kuramoto",ZooKeys,10.3897/zookeys.1229.139344
303,1709,爬行纲,双江口攀蜥,Diploderma bifluviale,双江口攀蜥,Diploderma bifluviale,有鳞目,Agamidae,鬣蜥科,Diploderma,攀蜥属,"大渡河上游双江口附近,马尔康市和金川县",四川,102.0,31.8,2187,2018-08,暖干河谷的半干旱灌丛,"20180822, CIB-CB23JC02, CIB-CB23JC03, CIB-CB23JC04, CIB-CB23JC05, CIB-CB23JC06, CIB-CB23JC07, CIB-CB23JC08, CIB-CB23JC19, CIB-CB23JC20, YBU23081/GP10410",标本,"Fengjing Liu and Yayong Wu and Jindong Zhang and Guang Yang and Shuo Liu and Xue Chen and Jiang Chang and Qiang Xie and Bo Cai (2023). A new species of Diploderma Hallowell, 1861 (Squamata, Agamidae) discovered in the upper Dadu River valley of the Hengduan Mountains, Sichuan, China Life Science https://doi.org/10.3897/zookeys.1251.153705",2023,"Liu, Fengjing, Wu, Yayong, Zhang, Jindong, Yang, Guang, Liu, Shuo, Chen, Xue, Chang, Jiang, Xie, Qiang, Cai, Bo",ZooKeys,10.3897/zookeys.1251.153705
304,1716,两栖纲,大老岭角蟾,Boulenophrys dalaolingensis,大老岭角蟾,Boulenophrys dalaolingensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,湖北省宜昌市夷陵区大老岭自然保护区,湖北,110.9249,31.063,1629,2024-05-12,山地森林,"Holotype: NNUYC240510; Paratypes: NNUYC240501, NNUYC240503, NNUYC240505, NNUYC240507, NNUYC240508, NNUYC240509 (males), NNUYC240502, NNUYC240504, NNUYC240506 (females)",标本,"Ruiqi Wang and Lu Chen and Jinliang Chen and Haochen Huang and Gangzhi Peng and Honglin Peng and Xinzhang Gao and Bangqing Chen and Naiyi Liu (2025). A new horned toad of Boulenophrys (Anura, Megophryidae) was discovered in Hubei Province, China Hubei Broad Nature https://doi.org/10.3897/zookeys.1253.154757",2025,"Wang, Ruiqi, Chen, Lu, Liu, Gangzhi",ZooKeys,10.3897/zookeys.1253.154757
305,1717,爬行纲,基诺两头蛇,Calamaria synergis,基诺两头蛇,Calamaria synergis,有鳞目,Colubridae,游蛇科,Calamaria,两头蛇属,云南省西双版纳傣族自治州景洪市基诺山,云南,101.0141,22.0092,1050,2023-08-07,热带常绿林,ANU ZR24046 (holotype); ANU ZR25021 (paratype),标本,"Tierui Zhang and Yuhao Xu and Tan Van Nguyen and Nikolay A. Poyarkov and Gernot Vogel and Xinge Wang and Song Huang (2023). A new species of the genus Calamaria H. Boie in F. Boie, 1827 (Squamata, Calamariidae) from Xishuangbanna, Yunnan Province, China Life Science https://doi.org/10.3897/zookeys.1253.161412",2023,"Zhang, Tierui, Xu, Yuhao, Nguyen, Tan Van, Poyarkov, Nikolay A., Vogel, Gunther, Wang, Xin, Huang, Song",ZooKeys,10.3897/zookeys.1253.161412
306,1719,两栖纲,,,,Nanorana sp. nov. (Clade A),无尾目,Dicroglossidae,叉舌蛙科,Nanorana,倭蛙属,云南省文山州文山市薄竹镇,云南,104.15,23.45,,2015-04-16,,KIZ2015051,标本,"Shuo Liu and Chao Bu and Mian Hou and Jing Chen and Yanfei Feng and Lue Ma and JiShan Wang and Dingqi Rao (2025). Two new species of Nanorana Günther, 1896 (Anura, Dicroglossidae) from Yunnan, China Yunnan Wenshan National Nature https://doi.org/10.3897/zookeys.1276.179415",2025,"Liu, Shuo, Bu, Chao, Hou, Mian, Chen, Jing, Feng, Yanfei, Ma, Lue, Wang, JiShan, Rao, Dingqi",ZooKeys,10.3897/zookeys.1276.179415
307,1720,爬行纲,细纹滑蜥,Scincella tenuistriata,细纹滑蜥,Scincella tenuistriata,有鳞目,Scincidae,石龙子科,Scincella,滑蜥属,中国贵州省毕节市七星关区,贵州,105.2833,27.3,,,,QHU R2025008,标本,"Yuhao Xu and Zhonghao Gong and Tan Van Nguyen and Jundong Deng and Andrey M. Bragin and Shiyang Weng and Tierui Zhang and Nikolay A. Poyarkov and Lifang Peng (2025). A new species of the genus Scincella Mittleman, 1950 (Squamata, Scincidae) from Guizhou Province, southwest China Russia Tropical Science https://doi.org/10.3897/zookeys.1258.161382",2025,"Xu Y, Gong Z, Nguyen TV, Deng J, Bragin AM, Weng S, Zhang T, Poyarkov NA, Peng L",ZooKeys,10.3897/zookeys.1258.161382
308,1721,两栖纲,,,,Nanorana sp. nov. (Clade B),无尾目,Dicroglossidae,叉舌蛙科,Nanorana,倭蛙属,,云南,,,,,,"CIB20070708007, CIBXM3163, CIB20070709003",标本,"Shuo Liu and Chao Bu and Mian Hou and Jing Chen and Yanfei Feng and Lue Ma and JiShan Wang and Dingqi Rao (2025). Two new species of Nanorana Günther, 1896 (Anura, Dicroglossidae) from Yunnan, China Yunnan Wenshan National Nature https://doi.org/10.3897/zookeys.1276.179415",2025,"Liu, Shuo, Bu, Chao, Hou, Mian, Chen, Jing, Feng, Yanfei, Ma, Lue, Wang, JiShan, Rao, Dingqi",ZooKeys,10.3897/zookeys.1276.179415
309,1722,爬行纲,,,,Goniurosaurus kadoorieorum,有鳞目,Eublepharidae,睑虎科,Goniurosaurus,睑虎属,中国广西壮族自治区;确切地点保密,广西,108.5,23.0,,2014-05-18,喀斯特地区,"Holotype: KFBG 14032; Paratypes: KFBG 14031, KFBG 14033, KFBG 14034, KFBG 14035",标本,"JIAN-HUAN YANG & BOSCO PUI-LOK CHAN (2015). Two new species of the genus Goniurosaurus (Squamata: Sauria: Eublepharidae) from southern China Zootaxa, 3980(1), 067–080 https://doi.org/10.11646/zootaxa.3980.1.4",2015,"Jian-Huan Yang, Bosco Pui-Lok Chan",Zootaxa,10.11646/zootaxa.3980.1.4
310,1723,爬行纲,广西睑虎,Goniurosaurus kwangsiensis,广西睑虎,Goniurosaurus kwangsiensis,有鳞目,Eublepharidae,睑虎科,Goniurosaurus,睑虎属,中国广西壮族自治区;确切地点保密,广西,108.5,23.0,,,喀斯特地区,,照片/影像,"JIAN-HUAN YANG & BOSCO PUI-LOK CHAN (2015). Two new species of the genus Goniurosaurus (Squamata: Sauria: Eublepharidae) from southern China Zootaxa, 3980(1), 067–080 https://doi.org/10.11646/zootaxa.3980.1.4",2015,"Jian-Huan Yang, Bosco Pui-Lok Chan",Zootaxa,10.11646/zootaxa.3980.1.4
311,1724,两栖纲,红蹼树蛙,Rhacophorus rhodopus,红蹼树蛙,Rhacophorus rhodopus,无尾目,Rhacophoridae,树蛙科,Rhacophorus,树蛙属,中国云南勐养,云南,100.7867,22.1289,,,,"GXNU YU000493, GXNU YU000485",标本,"Shangjing Tang and Fanrong Xiao and Shuo Liu and Lijun Wang and Guohua Yu and Lina Du (2024). Underestimated species diversity within the Rhacophorus rhodopus and Rhacophorus bipunctatus complexes (Anura, Rhacophoridae), with a description of a new species from Hainan, China Life Science, 100(2) https://doi.org/10.3897/zse.100.118879",2024,"Shangjing Tang, Fanrong Xiao, Shuo Liu, Lijun Wang, Guohua Yu, Lina Du",Zoosystematics and Evolution,10.3897/zse.100.118879
312,1781,爬行纲,百色钝头蛇,Pareas baiseensis,百色后棱蛇,Pareas baiseensis,有鳞目,Pareidae,钝头蛇科,Pareas,钝头蛇属,中国广西壮族自治区百色市右江区大楞乡,广西,106.3954,23.7352,781,2022-11-25,,"ANU20220011 (holotype); ANU20220012, ANU20220013, ANU20220014 (paratypes)",标本,"Yanan Gong and Jiaxiang Wu and Song Huang and Yuhao Xu and Diancheng Yang and Yongjin Liu and Shengming Liang and Pingshin Lee (2023). A New Species of Pareas (Squamata, Pareidae) from Guangxi Province, China Animals, 13, 2233 https://doi.org/10.3390/ani13132233",2023,"Yanan Gong, Jiaxiang Wu, Song Huang, Yuhao Xu, Diancheng Yang, Yongjin Liu, Shengming Liang, Pingshin Lee",Animals,10.3390/ani13132233
313,1782,两栖纲,文山短腿蟾,Brachytarsophrys wenshanensis,文山短腿蟾,Brachytarsophrys wenshanensis,无尾目,Megophryidae,角蟾科,Brachytarsophrys,短腿蟾属,云南省文山壮族苗族自治州西畴县小桥沟片区文山国家级自然保护区,云南,104.7886,23.3687,1470.64,2023-03,,Holotype: SWU 0004072; Paratype: SWU 0002976,标本,"Yanhong HE and Renda AI and Junkai HUANG and Xianqi LI and Xiaolong LIU and Junlin LAN and Jinmin CHEN and Zhiyong YUAN (2024). Morphological and Molecular Data Revealed One New Species of the Short-legged Toads Brachytarsophrys Tian and Hu, 1983 (Anura, Megophryidae) from Yunnan, China Asian Herpetological Research, 15(1), 22–30 https://doi.org/10.3724/ahr.2095-0357.2023.0042",2024,"Yanhong HE, Renda AI, Junkai HUANG, Xianqi LI, Xiaolong LIU, Junlin LAN, Jinmin CHEN, Zhiyong YUAN",Asian Herpetological Research,10.3724/ahr.2095-0357.2023.0042
314,1783,两栖纲,,,,Leptolalax,无尾目,Megophryidae,角蟾科,Paramegophrys,掌突蟾属,,湖南,,,,,,,照片/影像,"YINMENG HOU, MENGFEI ZHANG, FEI HU, SIYUAN LI, SHENGCHAO SHI, JUN CHEN, XIAOYANG MO & BIN WANG (2018). A new species of the genus Leptolalax (Anura, Megophryidae) from Hunan, China Zootaxa, 4444, 247–266 https://doi.org/10.11646/zootaxa.4483.3.11",2018,"YINMENG HOU, MENGFEI ZHANG, FEI HU, SIYUAN LI, SHENGCHAO SHI, JUN CHEN, XIAOYANG MO, BIN WANG",Zootaxa,10.11646/zootaxa.4483.3.11
315,1810,爬行纲,,,新种针鲜蛇,Pareas sp. nov.,有鳞目,Pareidae,钝头蛇科,Pareas,钝头蛇属,云南省贡山县独龙江乡,云南,98.35,27.75,,,,KIZ specimen (deposited at Kunming Natural History Museum of Zoology),标本,"Shuo Liu and Mingjing Yang and Jingqiu Rao and Yuhong Guo and Dingqi Rao (2023). A New Species of Pareas Wagler, 1830 (Squamata, Pareidae) from Northwestern Yunnan, China Taxonomy, 3, 169–182 https://doi.org/10.3390/taxonomy3020013",2023,"Shuo Liu, Mingjing Yang, Jingqiu Rao, Yuhong Guo, Dingqi Rao",Taxonomy,10.3390/taxonomy3020013
