ID,Source_row,Class_CN,Chinese_name_COL_China_2026,Scientific_name_COL_China_2026,Chinese_name_as_published,Scientific_name_as_published,OrderCN_COL_China_2026,FamilyLA,FamilyCN,GenusLA,GenusCN,Type_locality,Province,Longitude,Latitude,Altitude_raw,Discovery_date,Habitat_raw,Voucher,Evidence_type,Source_citation,Source_publication_year,Source_authors,Source_journal,DOI
215,1332,爬行纲,高山壁虎,Gekko alpinus,高山壁虎,Gekko alpinus,有鳞目,Gekkonidae,壁虎科,Gekko,壁虎属,中国四川省甘孜藏族自治州巴塘县竹巴笼乡;中国西藏自治区昌都市芒康县竹巴笼乡,四川、西藏,99.0229,29.6157,2400,2020-06,"金沙江干热河谷的灌丛或干燥岩壁,以及房屋墙壁上","CIB 121663 (holotype); CIB 121661, CIB 121658–60, CIB 121664, CIB 121662, CIB 121665, CIB QZ088 (paratypes)",标本,"Shun Ma and Sheng-Chao Shi and Cheng Shen and Li-Ming Chang and Jian-Ping Jiang (2024). Discovery of a new species of the subgenus Japonigekko (Squamata, Gekkonidae, Gekko) from the Hengduan Mountains, southwestern China: the best Japonigekko mountaineer 289 https://doi.org/10.3897/zookeys.1215.125043",2024,"Shun Ma, Sheng-Chao Shi, Cheng Shen, Li-Ming Chang, Jian-Ping Jiang",ZooKeys,10.3897/zookeys.1215.125043
216,1334,两栖纲,高望界疣螈,Tylototriton gaowangjienensis,高望界疣螈,Tylototriton gaowangjienensis,有尾目,Salamandridae,蝾螈科,Tylototriton,疣螈属,高望界国家级自然保护区,湖南,110.119,28.6777,600,2023-05-17,海拔500–700米的天然阔叶林或针阔混交林;繁殖生境包括路边季节性水塘、小溪水塘和稻田,Holotype: 2021051701; Allotype: 2021051702; Paratypes: 2021051703–2021051706,标本,"Jie Huang and Ying Xiang and Tao Wu and You-Xiang Zhang and Zi-Liang Zhang and Ben-Zhong Wang and Xiang-Ying Lan and Yu-Ping Huang and Hui-Juan Jiang and Wan-Sheng Jiang (2024). Description of a new species of the Asian newt genus Tylototriton (Amphibia, Urodela, Salamandridae) from Hunan Province, China Environmental Science https://doi.org/10.3897/herpetozoa.37.e135222",2024,"Jie Huang, Ying Xiang, Tao Wu, You-Xiang Zhang, Zi-Liang Zhang, Ben-Zhong Wang, Xiang-Ying Lan, Yu-Ping Huang, Hui-Juan Jiang, Wan-Sheng Jiang",Herpetozoa,10.3897/herpetozoa.37.e135222
217,1335,两栖纲,黄岗山蝾螈,Cynops huanggangensis,黄岗山蝾螈,Hypselotriton huanggangensis,有尾目,Salamandridae,蝾螈科,Cynops,蝾螈属,江西省上饶市铅山县黄岗山,江西,117.33,28.72,84,2023-07-22,无直射阳光的山地灌丛旁的小水坑,"HSA23097 (holotype); HSA23075–23076, HSA23098–23103 (paratypes)",标本,"Zhihao Jiang and Song Huang and Qiangyong Fan and Lin Cheng and Yanan Gong and Zhangbo Cui and Tierui Zhang and Wenjun Lan and Zhian Zou and Xuanzhi Huang and Jean Raffaëlli and Jinmin Chen (2024). A new species of the newt genus Hypselotriton (Amphibia, Urodela, Salamandridae) from Jiangxi Province, southeastern China Life Science https://doi.org/10.3897/zookeys.1208.126092",2024,"Jiang, Zhihao, Huang, Song, Fan, Qiangyong, Cheng, Lin, Gong, Yanan, Cui, Zhangbo, Zhang, Tierui, Lan, Wenjun, Zou, Zhian, Huang, Xuanzhi, Raffaëlli, Jean, Chen, Jinmin",ZooKeys,10.3897/zookeys.1208.126092
218,1337,两栖纲,黄腹倭蛙,Nanorana huangi,黄氏倭蛙,Nanorana huangi,无尾目,Dicroglossidae,叉舌蛙科,Nanorana,倭蛙属,云南省大理市喜洲镇花甸坝,云南,100.0292,25.8572,2900,,,CIB XZ2022274,标本,"Feirong JI and Shengchao SHI and Shun MA and Cheng SHEN and Liming CHANG and Jianping JIANG (2023). A New Species of the Genus Nanorana Günther, 1896 (Anura: Dicroglossidae) from Hengduan Mountains of China Asian Herpetological Research, 14(4), 300–318 https://doi.org/10.3724/ahr.2095-0357.2023.0025",2023,"Feirong JI, Shengchao SHI, Shun MA, Cheng SHEN, Liming CHANG, Jianping JIANG",Asian Herpetological Research,10.3724/ahr.2095-0357.2023.0025
219,1342,两栖纲,,,,Leptobrachella bijie,无尾目,Megophryidae,角蟾科,Leptobrachella,掌突蟾属,青山村照子山自然保护区,贵州,105.3872,27.6567,,2018-07-06,,,照片/影像,"Jian Wang and Yu-Long Li and Yao Li and Hong-Hui Chen and Ya-Jun Zeng and Jing-Min Shen and Ying-Yong Wang (2019). Morphology, molecular genetics, and acoustics reveal two new species of the genus Leptobrachella from northwestern Guizhou Province, China (Anura, Megophryidae) ZooKeys, 848, 119–154 https://doi.org/10.3897/zookeys.848.29181",2019,"Wang, Jian, Li, Yu-Long, Li, Yao, Chen, Hong-Hui, Zeng, Ya-Jun, Shen, Jing-Min, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.848.29181
220,1343,两栖纲,,,,Leptobrachella purpuraventra,无尾目,Megophryidae,角蟾科,Leptobrachella,掌突蟾属,金甲寨村五井自然保护区,贵州,105.3246,27.1183,,2018-07-06,,,照片/影像,"Jian Wang and Yu-Long Li and Yao Li and Hong-Hui Chen and Ya-Jun Zeng and Jing-Min Shen and Ying-Yong Wang (2019). Morphology, molecular genetics, and acoustics reveal two new species of the genus Leptobrachella from northwestern Guizhou Province, China (Anura, Megophryidae) ZooKeys, 848, 119–154 https://doi.org/10.3897/zookeys.848.29181",2019,"Wang, Jian, Li, Yu-Long, Li, Yao, Chen, Hong-Hui, Zeng, Ya-Jun, Shen, Jing-Min, Wang, Ying-Yong",ZooKeys,10.3897/zookeys.848.29181
221,1348,爬行纲,黄家岭脊蛇,Achalinus huangjietangi,黄家岭脊蛇,Achalinus huangjietangi,有鳞目,Xenodermidae,闪皮蛇科,Achalinus,脊蛇属,安徽省祁门县黄家岭村;富溪村,安徽,117.54,29.8222,220,2014-05-10,石阶;山脚小径;路边,ANU20200001 (HSR18030); SNHM5412 (HSR18220); CIB116366 (HSR14023); ANU20200002 (HSR18059); ANU20200003 (HSR19141),标本,"Ruyi HUANG and Lifang PENG and Lei YU and Tianqi HUANG and Ke JIANG and Li DING and Jinkang CHANG and Diancheng YANG and Yuhao XU and Song HUANG (2021). A New Species of the Genus Achalinus from Huangshan, Anhui, China (Squamata: Xenodermidae) Asian Herpetological Research, 12(2), 178–187 https://doi.org/10.16373/j.cnki.ahr.200075",2021,"Ruyi HUANG, Lifang PENG, Lei YU, Tianqi HUANG, Ke JIANG, Li DING, Jinkang CHANG, Diancheng YANG, Yuhao XU, Song HUANG",Asian Herpetological Research,10.16373/j.cnki.ahr.200075
222,1357,两栖纲,勐腊灌树蛙,Raorchestes menglaensis,勐腊灌树蛙,Raorchestes menglaensis,无尾目,Rhacophoridae,树蛙科,Raorchestes,灌树蛙属,中国云南省勐腊县朱石河,云南,101.55,21.45,900,,,"Holotype: (YU) A845090; Referred specimens: CIB 116338, CIB 116347, and others from Zhushihe and Menglun, Mengla",标本,"Ke JIANG and Jinlong REN and Jian WANG and Junfeng GUO and Zeng WANG and Yonghong LIU and Dechun JIANG and Jiatang LI (2020). Taxonomic Revision of Raorchestes menglaensis (Kou, 1990) (Amphibia: Anura), with Descriptions of Two New Species from Yunnan, China Asian Herpetological Research, 11(4), 263–281 https://doi.org/10.16373/j.cnki.ahr.200018",2020,"Ke JIANG, Jinlong REN, Jian WANG, Junfeng GUO, Zeng WANG, Yonghong LIU, Dechun JIANG, Jiatang LI",Asian Herpetological Research,10.16373/j.cnki.ahr.200018
223,1363,爬行纲,宜昌壁虎,Gekko ichangensis,宜昌壁虎,Gekko ichangensis,有鳞目,Gekkonidae,壁虎科,Gekko,壁虎属,湖北省宜昌市长阳土家族自治县高家堰镇木桥溪村,湖北,111.15,30.55,,2024-05,低海拔次生林,"seven adult geckos (three females, four males)",标本,"Jing CAO and Phuping SUCHARITAKUL and Minhua TIE and Chatmongkon SUWANNAPOOM and Fang YAN and Siriwadee CHOMDEJ (2025). A New Species of the Genus Gekko Laurenti, 1768 (Squamata: Gekkonidae) from Hubei, China Asian Herpetological Research, 16(1), 110–121 https://doi.org/10.3724/ahr.2095-0357.2024.0046",2025,"Jing CAO, Phuping SUCHARITAKUL, Minhua TIE, Chatmongkon SUWANNAPOOM, Fang YAN, Siriwadee CHOMDEJ",Asian Herpetological Research,10.3724/ahr.2095-0357.2024.0046
224,1365,两栖纲,门巴舌突蛙,Liurana menba,门巴刘树蛙,Liurana menba,无尾目,Ceratobatrachidae,亚洲角蛙科,Liurana,舌突蛙属,中国西藏墨脱,西藏,95.3333,29.3,,2024-04,,No. 3,标本,"Haoqi YU and Yiheng LIN and Shengchao SHI and Bicheng ZHU and Bin WANG and Jianping JIANG and Feng XIE (2025). Liurana menba sp. nov., Another New Papilla-tongued Frog Species from Medog, China (Anura, Ceratobatrachidae) Asian Herpetological Research, 16(3), 272–280 https://doi.org/10.3724/ahr.2095-0357.2025.0014",2025,"Haoqi YU, Yiheng LIN, Shengchao SHI, Bicheng ZHU, Bin WANG, Jianping JIANG, Feng XIE",Asian Herpetological Research,10.3724/ahr.2095-0357.2025.0014
225,1366,爬行纲,大别山原矛头蝮,Protobothrops dabieshanensis,大别山原矛头蝮,Protobothrops dabieshanensis,有鳞目,Viperidae,蝰科,Protobothrops,原矛头蝮属,大别山鹞落坪自然保护区,安徽,116.05,31.05,,2011-07,灌草丛、土壤微生境;河岸湿地、农田、森林、灌草丛、花岗岩和片麻岩洞穴,Holotype (implied by context),标本,"Xin HUANG and Tao PAN and Demin HAN and Liang ZHANG and Yinxu HOU and Lei YU and Heming ZHENG and Baowei ZHANG (2012). A New Species of the Genus Protobothrops (Squamata: Viperidae: Crotalinae) from the Dabie Mountains, Anhui, China Asian Herpetological Research, 3(3), 213–218 https://doi.org/10.3724/SP.J.1245.2012.00213",2012,"Xin HUANG, Tao PAN, Demin HAN, Liang ZHANG, Yinxu HOU, Lei YU, Heming ZHENG, Baowei ZHANG",Asian Herpetological Research,10.3724/SP.J.1245.2012.00213
226,1367,爬行纲,怒江攀蜥,Diploderma slowinskii,斯氏攀蜥,Japalura slowinskii,有鳞目,Agamidae,鬣蜥科,Diploderma,攀蜥属,福贡县以南沿怒江的一个小村庄,云南,98.8863,26.8122,1138,,"怒江流域,六库与丙中洛镇之间,以及怒山低西坡和高黎贡山东坡","KIZ2000R0608 (JBS16231) (holotype); KIZ-JBS 04233, 04235, 04237, 16133-34, 16137, 16254, CAS214971-73, 214989-215003, 215053, CAS 214906, CAS 214951-52, 214954, CAS 228178 (paratypes)",标本,"Dingqi RAO and Jens V. VINDUM and Xiaohui MA and Mingxia FU and Jeffery A. WILKINSON (2017). A New Species of Japalura (Squamata, Agamidae) from the Nu River Valley in Southern Hengduan Mountains, Yunnan, China Asian Herpetological Research, 8(2), 86–95 https://doi.org/10.16373/j.cnki.ahr.160053",2017,"Dingqi RAO, Jens V. VINDUM, Xiaohui MA, Mingxia FU, Jeffery A. WILKINSON",Asian Herpetological Research,10.16373/j.cnki.ahr.160053
227,1372,两栖纲,灰蓝蝾螈,Cynops glaucus,蓝腹蝾螈,Cynops glaucus,有尾目,Salamandridae,蝾螈科,Cynops,蝾螈属,广东省梅州市五华县莲花山美光村,广东,115.8,23.67,742,2011-05-01,,"KIZ 09791 (holotype); KIZ 09790, KIZ 09792–09797, KIZ 09799–09800 (paratypes)",标本,"Zhiyong YUAN and Ke JIANG and Limin DING and Liang ZHANG and Jing CHE (2013). A New Newt of the Genus Cynops (Caudata: Salamandridae) from Guangdong, China Asian Herpetological Research, 4(2), 116–123 https://doi.org/10.3724/SP.J.1245.2013.00116",2013,"Zhiyong YUAN, Ke JIANG, Limin DING, Liang ZHANG, Jing CHE",Asian Herpetological Research,10.3724/SP.J.1245.2013.00116
228,1380,两栖纲,周氏靖角蟾,Jingophrys zhoui,周氏角蟾,Megophrys zhoui,无尾目,Megophryidae,角蟾科,Jingophrys,靖角蟾属,中国西藏自治区墨脱县仁青崩寺附近,西藏,95.3617,29.3048,2003,2017-10-26,亚热带森林中的小溪流,"CIBMT171053 (holotype); CIBMT171060, CIBMT171062 (paratypes)",标本,"Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin Wang (2020). Multiple data revealed two new species of the Asian horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from the eastern corner of the Himalayas ZooKeys, 977, 101–161 https://doi.org/10.3897/zookeys.977.55693",2020,"Shi, S., Zhang, M., Xie, F., Jiang, J., Liu, W., Ding, L., Luan, L., Wang, B.",ZooKeys,10.3897/zookeys.977.55693
229,1381,两栖纲,叶氏靖角蟾,Jingophrys yeae,叶氏角蟾,Megophrys yeae,无尾目,Megophryidae,角蟾科,Jingophrys,靖角蟾属,中国西藏自治区墨脱县背崩村,西藏,95.1856,29.2429,870,2017-06-15,热带森林中溪流附近或上方的草本植物叶片上,"CIB201706MT02 (holotype); CIB201706MT01, CIB022017061102, CIB022017061103, CIB022017061104, CIB201706MT03, CIBMT171064, CIBMT171065, CIBMT171066 (paratypes)",标本,"Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin Wang (2020). Multiple data revealed two new species of the Asian horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from the eastern corner of the Himalayas ZooKeys, 977, 101–161 https://doi.org/10.3897/zookeys.977.55693",2020,"Shi, S., Zhang, M., Xie, F., Jiang, J., Liu, W., Ding, L., Luan, L., Wang, B.",ZooKeys,10.3897/zookeys.977.55693
230,1386,爬行纲,素贞环蛇,Bungarus suzhenae,素贞环蛇,Bungarus suzhenae,有鳞目,Elapidae,眼镜蛇科,Bungarus,环蛇属,中国云南省盈江县;缅甸克钦邦,云南,97.5845,24.6626,922,,季雨林中的稻田和溪流,"Holotype: CIB 116088; Paratypes: CIB 116089, CIB 116090, CIB 116091",标本,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305",2021,"Chen, Ze-Ning, Shi, Sheng-Chao, Vogel, Gernot, Ding, Li, Shi, Jing-Song",ZooKeys,10.3897/zookeys.1025.62305
231,1388,两栖纲,茂兰疣螈,Tylototriton maolanensis,茂兰疣螈,Tylototriton maolanensis,有尾目,Salamandridae,蝾螈科,Tylototriton,疣螈属,贵州省荔波县茂兰国家级自然保护区,贵州,107.95,25.4,,,,See Tables 1 and S1,标本,"Shize LI and Gang WEI and Yanlin CHENG and Baowei ZHANG and Bin WANG (2020). Description of a New Species of the Asian Newt Genus Tylototriton sensu lato (Amphibia: Urodela: Salamandridae) from Southwest China Asian Herpetological Research, 11(4), 282–296 https://doi.org/10.16373/j.cnki.ahr.200026",2020,"Shize LI, Gang WEI, Yanlin CHENG, Baowei ZHANG, Bin WANG",Asian Herpetological Research,10.16373/j.cnki.ahr.200026
232,1390,爬行纲,螭吻颈槽蛇,Rhabdophis chiwen,赤纹颈槽蛇,Rhabdophis chiwen,有鳞目,Colubridae,游蛇科,Rhabdophis,颈槽蛇属,鸡冠山和兴沟村,四川,103.384,30.8002,,,,"Holotype: CIB116092; Paratypes: CIB116093, CIB116094, CIB116095, CIBDL1807132, CIBDL1807133, CIBDL1807134, CIBDL1807135, CIBDL1807137, CIBDL1807138, CIBDL1807139, CIBDL18071311",标本,"Yige PIAO and Zening CHEN and Yanqing WU and Shengchao SHI and Hirohiko TAKEUCHI and Teppei JONO and Masaya FUKUDA and Akira MORI and Yezhong TANG and Qin CHEN and Li DING (2020). A New Species of the Genus Rhabdophis Fitzinger, 1843 (Squamata: Colubridae) in Southwestern Sichuan, China Asian Herpetological Research, 11(2), 95–107 https://doi.org/10.16373/j.cnki.ahr.190068",2020,"Yige PIAO, Zening CHEN, Yanqing WU, Shengchao SHI, Hirohiko TAKEUCHI, Teppei JONO, Masaya FUKUDA, Akira MORI, Yezhong TANG, Qin CHEN, Li DING",Asian Herpetological Research,10.16373/j.cnki.ahr.190068
233,1398,两栖纲,雷山角蟾,Boulenophrys leishanensis,雷山角蟾,Megophrys leishanensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,"雷公山,雷山县",贵州,108.1906,26.3589,1571,2016-06-10,山溪,Holotype: CIBLS20160610002; Paratypes: nine adult males and two adult females; Tadpoles: CIBLS20171101001–CIBLS20171101006,标本,"Shize LI and Ning XU and Jing LIU and Jianping JIANG and Gang WEI and Bin WANG (2018). A New Species of the Asian Toad Genus Megophrys sensu lato (Amphibia: Anura: Megophryidae) from Guizhou Province, China Asian Herpetological Research, 9(4), 224–239 https://doi.org/10.16373/j.cnki.ahr.180072",2018,"Shize LI, Ning XU, Jing LIU, Jianping JIANG, Gang WEI, Bin WANG",Asian Herpetological Research,10.16373/j.cnki.ahr.180072
234,1399,爬行纲,,,,Ablepharus sp. nov.,有鳞目,Scincidae,石龙子科,Ablepharus,泛蜥属,中国西藏自治区札达县托林镇,西藏,79.8069,31.6749,4139,2024-08-26,,"YBU 241521 (holotype); YBU241505, YBU241522–241523 (paratypes)",标本,"Peng GUO and Kai WANG and Songwen TAN and Yayong WU and Jing CHE (2025). A New Species of Ablepharus (Sauria: Scincidae) from Western Xizang, China Asian Herpetological Research, 16(3), 261–271 https://doi.org/10.3724/ahr.2095-0357.2025.0011",2025,"Peng GUO, Kai WANG, Songwen TAN, Yayong WU, Jing CHE",Asian Herpetological Research,10.3724/ahr.2095-0357.2025.0011
235,1402,爬行纲,滇南棱蜥,Tropidophorus kouzhitongi,滇南棱蜥,Tropidophorus kouzhitongi,有鳞目,Scincidae,石龙子科,Tropidophorus,棱蜥属,中国云南省西双版纳,云南,100.8,22.0,,,"云南省南部,靠近老挝边境","KIZ 55360, KIZ 037799, KIZ 55361",标本,"Kai WANG and Ling LI and V. DEEPAK and Somphouthone PHIMMACHAK and Stéphane GROSJEAN and Nicolas VIDAL and Zhongxiong FU and Fenfei WANG and Guojin SHEN and Bryan L. STUART and Jing CHE (2025). Designation of the Lectotype for Tropidophorus laotus (Reptilia: Scincidae) and Description of A New Closely Related Species from Southern Yunnan Province, China Asian Herpetological Research, 16(1), 95–109 https://doi.org/10.3724/ahr.2095-0357.2024.0057",2025,"Kai WANG, Ling LI, V. DEEPAK, Somphouthone PHIMMACHAK, Stéphane GROSJEAN, Nicolas VIDAL, Zhongxiong FU, Fenfei WANG, Guojin SHEN, Bryan L. STUART, Jing CHE",,10.3724/ahr.2095-0357.2024.0057
236,1406,两栖纲,北仑姬蛙,Microhyla beilunensis,北仑小雨蛙,Microhyla beilunensis,无尾目,Microhylidae,姬蛙科,Microhyla,姬蛙属,中国浙江省宁波市北仑区柴桥镇,浙江,121.85,29.95,,,,41 adult specimens from Beilun population; five samples used in molecular analyses (vouchers not individually listed in text),标本、分子证据,"Meihua ZHANG and Liang FEI and Changyuan YE and Yufan WANG and Bin Wang and Jianping JIANG (2018). A New Species of Genus Microhyla (Amphibia: Anura: Microhylidae) from Zhejiang Province, China Asian Herpetological Research, 9(3), 135–148 https://doi.org/10.16373/j.cnki.ahr.180032",2018,"Meihua ZHANG, Liang FEI, Changyuan YE, Yufan WANG, Bin Wang, Jianping JIANG",Asian Herpetological Research,10.16373/j.cnki.ahr.180032
237,1413,两栖纲,高栏岛角蟾,Boulenophrys gaolanensis,高栏岛角蟾,Boulenophrys gaolanensis,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,珠海市金湾区高栏岛,广东,113.2726,21.9012,177,2024-03-30,,"Holotype: SYS a009225; Paratypes: SYS a009235–9237, SYS a009238 / CIB 119030",标本,"Hanming SONG and Haotian WANG and Shuo QI and Ning WANG and Yingyong WANG (2024). A New Species of the Genus Boulenophrys (Anura: Megophryidae: Megophryinae) from Zhuhai, Guangdong, China Asian Herpetological Research, 15(4), 251–264 https://doi.org/10.3724/ahr.2095-0357.2024.0026",2024,"Hanming SONG, Haotian WANG, Shuo QI, Ning WANG, Yingyong WANG",Asian Herpetological Research,10.3724/ahr.2095-0357.2024.0026
238,1414,两栖纲,莲峰角蟾,Boulenophrys elongata,莲峰角蟾,Boulenophrys elongata,无尾目,Megophryidae,角蟾科,Boulenophrys,布角蟾属,莲花山,广东,115.2361,23.066,990,2023-06-28,丘陵地区,"Holotype: GEP a155; Paratypes: GEP a150, GEP a156",标本,"Zhaochi ZENG and Jian WANG and Honghui CHEN and Weiwen XIAO and Binbin ZHAN and Yuanhang LI and Shishi LIN (2024). A New Species of the Genus Boulenophrys (Anura, Megophryidae) from Eastern Guangdong, China Asian Herpetological Research, 15(1), 12–21 https://doi.org/10.3724/ahr.2095-0357.2023.0038",2024,"Zhaochi ZENG, Jian WANG, Honghui CHEN, Weiwen XIAO, Binbin ZHAN, Yuanhang LI, Shishi LIN",Asian Herpetological Research,10.3724/ahr.2095-0357.2023.0038
239,1415,爬行纲,,,,Ovophis sp. nov.,有鳞目,Viperidae,蝰科,Ovophis,烙铁头蛇属,元阳观音山省级自然保护区,云南,102.85,23.15,,,,,标本,"Shuo Liu and Mian Hou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024). A new species of the genus Ovophis Burger in Hoge & Romano-Hoge, 1981 (Serpentes, Viperidae) from southern Yunnan, China Yuanyang Guanyinshan Provincial Nature https://doi.org/10.3897/zookeys.1230.142967",2024,"Liu S, Hou M, Mo M, Li M, Li B, Luo X, Rao D, Li S",ZooKeys,10.3897/zookeys.1230.142967
240,1419,爬行纲,华西腹链蛇,Hebius maximus,华西腹链蛇,Hebius maximus,有鳞目,Colubridae,游蛇科,Hebius,东亚腹链蛇属,中国四川小洋溪(= 四川省乐山市马边彝族自治县小洋溪);四川省屏山县老君山;四川省峨眉山市峨眉山,四川,103.55,28.85,,,山地;黄昏时在溪流旁道路从玉米田中出现;近水体的陆生微生境,"FMNH 18796 (holotype); FMNH 18797, USNM 71570, USNM 84362 (paratypes); CIB 118635, CIB 8451–8452, CIB 8455, CIB 8464, CIB 8467, CIB 8470–8471",标本,"Mao-Liang Li and Jin-Long Ren and Jun-Jie Huang and Zhi-Tong Lyu and Shuo Qi and Ke Jiang and Ying-Yong Wang and Jia-Tang Li (2022). On the validity of Hebius sauteri maximus (Malnate, 1962) (Squamata, Natricidae), with the redescription of H. maximus comb. nov. and H. sauteri (Boulenger, 1909) Life Science https://doi.org/10.3897/herpetozoa.35.e94920",2022,"Mao-Liang Li, Jin-Long Ren, Jun-Jie Huang, Zhi-Tong Lyu, Shuo Qi, Ke Jiang, Ying-Yong Wang, Jia-Tang Li",Herpetozoa,10.3897/herpetozoa.35.e94920
